"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4555827";"";"0";"485.03";"0";"3.70";"(R)-4";"CCc1cc(Cl)c(OC)c(N2CCN(C[C@H](O)CCNC(=O)c3cc4ccccc4[nH]3)CC2)c1";"Ki";"'='";"7.4";"nM";"8.13";"";"";"UO_0000065";"16.76";"0.33";"4.43";"10.06";"False";"CHEMBL4415925";"Displacement of [3H]N-methylspiperone from human D3 receptor expressed in HEK293 cell membranes measured after 60 mins by scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414587";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";""
"CHEMBL244774";"";"0";"497.43";"0";"4.40";"12";"O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2cccc[n+]2[O-])cc1";"Ki";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"18.01";"0.36";"4.56";"14.33";"True";"CHEMBL894567";"Displacement of [125I]IABN from human dopamine D3 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148745";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3307715";""
"CHEMBL219916";"DOMPERIDONE";"4";"425.92";"0";"3.35";"BDBM50241107";"O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1";"Ki";"'='";"7.5";"nM";"8.12";"";"326507";"UO_0000065";"19.08";"0.37";"4.77";"10.31";"False";"CHEMBL3887247";"Radioligand Binding Assay: The pharmacological profile of metopimazine, metopimazine acid (MPZA), domperidone, and metoclopramide were assessed by radioligand binding and by a functional antagonist assay. For the radioligand binding assay, cell membranes of dopamine D2 receptor expressing cells were incubated with [3H]spiperone and competing drugs in buffer. The assay was terminated by rapid filtration, and the bound radioactive signal was determined by liquid scintillation counting.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886237";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL4088639";"";"0";"421.50";"0";"2.70";"7b";"COc1ccccc1N1CCN(CCCC(=O)Nc2ccn3ncc(C=O)c3c2)CC1";"EC50";"'='";"79.0";"nM";"7.10";"";"";"UO_0000065";"16.85";"0.31";"4.40";"8.97";"False";"CHEMBL4010161";"Agonist activity at human Dopamine D3 receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3706569";""
"CHEMBL4085920";"";"0";"503.57";"1";"3.77";"3";"CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cc4ccccn4n3)CC2)cc(C(F)(F)F)n1";"Ki";"'='";"1.2";"nM";"8.92";"";"";"UO_0000065";"17.72";"0.34";"5.15";"11.34";"False";"CHEMBL4054779";"Displacement of [3H]spiperone from human D3 receptor expressed in CHO cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052643";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL3642766";"";"0";"430.59";"0";"2.36";"BDBM106500";"CC[C@H](O)CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1";"Ki";"'='";"20.0";"nM";"7.70";"";"225111";"UO_0000065";"17.88";"0.34";"5.34";"9.88";"False";"CHEMBL3707834";"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"EBNA";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639183";"37";"BindingDB Database";"";"2013";"None";""
"CHEMBL201170";"";"0";"267.37";"0";"3.01";"3";"CN1CCc2ccccc2Cc2ccc(O)cc2CC1";"Ki";"'='";"47.5";"nM";"7.32";"";"";"UO_0000065";"27.39";"0.50";"4.31";"31.20";"False";"CHEMBL3757880";"Binding affinity to human cloned D3 dopamine receptor incubated for 90 mins by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751719";"1";"Scientific Literature";"MedChemComm";"2015";"None";""
"CHEMBL3799271";"";"0";"189.22";"0";"0.21";"12a";"N[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1";"Ki";"'='";"3390.0";"nM";"5.47";"";"";"UO_0000065";"28.91";"0.53";"5.26";"8.57";"False";"CHEMBL3801666";"Displacement of [3H]7-OH-DPAT from human D3 receptor transfected in HEK293 cells measured after 60 mins by liquid scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797097";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3307715";""
"CHEMBL1255588";"";"0";"361.53";"0";"4.84";"(+)-butaclamol";"CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1";"IC50";"'='";"1.2";"nM";"8.92";"";"";"UO_0000065";"24.68";"0.45";"4.08";"38.01";"False";"CHEMBL2395587";"Binding affinity to human dopamine D3 receptor by radioligand displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390917";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"None";""
"CHEMBL394019";"";"0";"512.10";"2";"6.41";"7a";"O=C(NCCCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1)c1ccc2ccccc2c1";"Ki";"'='";"2.82";"nM";"8.55";"";"";"UO_0000065";"16.70";"0.32";"2.14";"24.03";"False";"CHEMBL897620";"Displacement of [3H]spiperone from human D3 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137479";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3308072";""
"CHEMBL4588808";"";"0";"325.42";"0";"1.94";"17; RNB01-007";"Cc1cccc(NC(=O)CCN2CCN(c3ncccn3)CC2)c1";"Ki";"'='";"4530.0";"nM";"5.34";"";"";"UO_0000065";"16.42";"0.30";"3.40";"8.71";"False";"CHEMBL4392164";"Displacement of [3H]N-methylspiperone from human D3 receptor expressed in HEK293 cell membranes measured after 60 mins by scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390675";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";""
"CHEMBL3289643";"";"0";"354.88";"0";"3.91";"9";"O=C1c2ccccc2CC1CCN1CCN(c2ccc(Cl)cc2)CC1";"Ki";"'='";"4570.88";"nM";"5.34";"";"";"UO_0000065";"15.05";"0.29";"1.43";"22.68";"False";"CHEMBL3292987";"Displacement of [3H]N-methylspiperone from human dopamine D3 receptor by PDSP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286287";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2014";"None";""
"CHEMBL339620";"";"0";"555.63";"1";"5.10";"3";"COc1ccccc1N1CCN(Cc2ccc(CNC(=O)c3ccc4ccccc4c3)cc2)CC1.O=C(O)C(=O)O";"Ki";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"15.89";"0.29";"2.30";"16.51";"False";"CHEMBL675894";"Binding affinity for human dopamine receptor D3 by displacing [125I]iodosulpiride expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144878";"1";"Scientific Literature";"J. Med. Chem.";"2003";"CHEMBL3308072";""
"CHEMBL126725";"";"0";"518.01";"0";"4.08";"36";"COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc(Cl)cc2)CC1.O=C(O)C(=O)O";"Ki";"'='";"0.44";"nM";"9.36";"";"";"UO_0000065";"21.86";"0.43";"5.28";"20.88";"False";"CHEMBL675894";"Binding affinity for human dopamine receptor D3 by displacing [125I]iodosulpiride expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144878";"1";"Scientific Literature";"J. Med. Chem.";"2003";"CHEMBL3308072";""
"CHEMBL21731";"MAPROTILINE";"4";"277.41";"0";"4.21";"2";"CNCCCC12CCC(c3ccccc31)c1ccccc12";"Ki";"'='";"504.0";"nM";"6.30";"";"";"UO_0000065";"22.70";"0.41";"2.09";"52.35";"False";"CHEMBL1030601";"Displacement of [3H]spiperone from human dopamine D3 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149085";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL29435";"";"0";"513.39";"1";"4.07";"16";"COc1c(C(=O)NCCN2CCN(c3cccc([N+](=O)[O-])c3)CC2)cc(Br)c2ccccc12";"Ki";"'='";"652.0";"nM";"6.19";"";"";"UO_0000065";"12.05";"0.26";"2.12";"7.03";"False";"CHEMBL675060";"Binding affinity at Dopamine D3 receptors in rat striatum by [3H]-spiperone displacement.";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638255";"Striatum";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129096";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1996";"None";""
"CHEMBL71";"CHLORPROMAZINE";"4";"318.87";"0";"4.89";"chlorpromazine";"CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21";"Ki";"'='";"3.311";"nM";"8.48";"";"";"UO_0000065";"26.59";"0.55";"3.59";"130.86";"False";"CHEMBL3106130";"Displacement of [3H]N-Methylspiperone from dopamine D3 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3102773";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL294275";"";"0";"295.38";"0";"3.30";"4b (trans)";"COc1ccc2c(c1)C1CN(Cc3ccccc3)CC1CO2";"Ki";"'='";"79.43";"nM";"7.10";"";"";"UO_0000065";"24.04";"0.44";"3.80";"32.72";"False";"CHEMBL666970";"Ability to displace [125I]iodosulpiride from human dopamine D3 (hD3) receptor transfected into CHO cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131803";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";"CHEMBL3308072";""
"CHEMBL127979";"";"0";"469.49";"0";"2.50";"69";"COc1ccccc1N1CCN(CCCN2C(=O)c3ccccc3C2=O)CC1.O=C(O)C(=O)O";"Ki";"'='";"560.0";"nM";"6.25";"";"";"UO_0000065";"16.48";"0.30";"3.75";"11.78";"False";"CHEMBL675894";"Binding affinity for human dopamine receptor D3 by displacing [125I]iodosulpiride expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144878";"1";"Scientific Literature";"J. Med. Chem.";"2003";"CHEMBL3308072";""
"CHEMBL58662";"";"0";"341.46";"0";"3.74";"1b";"C(#Cc1c[nH]c(CN2CCN(c3ccccc3)CC2)c1)c1ccccc1";"Ki";"'='";"670.0";"nM";"6.17";"";"";"UO_0000065";"18.08";"0.32";"2.43";"27.72";"False";"CHEMBL674984";"Ability to displace [3H]spiperone radioligand from cloned human Dopamine receptor D3 in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135184";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"CHEMBL3308072";""
"CHEMBL143352";"";"0";"407.52";"0";"2.68";"28";"COc1ccccc1N1CCN(CCCCNC(=O)c2cccn3nccc23)CC1";"Ki";"'='";"19.95";"nM";"7.70";"";"";"UO_0000065";"18.89";"0.35";"5.02";"12.40";"False";"CHEMBL912015";"Displacement of [3H]spiperone from human dopamine D3 expressed in CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141401";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308072";""
"CHEMBL60815";"";"0";"317.44";"0";"4.00";"1a";"c1ccc(-c2c[nH]c(CN3CCN(c4ccccc4)CC3)c2)cc1";"Ki";"'='";"540.0";"nM";"6.27";"";"";"UO_0000065";"19.74";"0.36";"2.27";"28.14";"False";"CHEMBL674984";"Ability to displace [3H]spiperone radioligand from cloned human Dopamine receptor D3 in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135184";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"CHEMBL3308072";""
"CHEMBL485028";"";"0";"380.49";"0";"4.05";"14";"CCCN1CCO[C@@H]2c3cc(C(=O)Nc4ccc(OC)cc4)ccc3CC[C@H]21";"Ki";"'='";"2754.23";"nM";"5.56";"";"";"UO_0000065";"14.61";"0.27";"1.51";"10.94";"False";"CHEMBL981460";"Displacement of [3H]spiperone form human cloned dopamine D3 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154395";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL395933";"";"0";"349.48";"0";"3.18";"11a";"O=C1Cc2ccccc2N1CCCCN1CCN(c2ccccc2)CC1";"Ki";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"20.31";"0.37";"3.92";"26.49";"False";"CHEMBL898620";"Displacement of [3H]spiperone from human Dopamine D3 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149628";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3308072";""
"CHEMBL4095452";"";"0";"524.62";"1";"1.96";"17";"CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCOCCOCCOCCOc2ccc3c(c2)NC(=O)CC3)C1";"Ki";"'='";"640.0";"nM";"6.19";"";"";"UO_0000065";"11.81";"0.22";"4.23";"5.90";"False";"CHEMBL4011212";"Displacement of [3H]-(R)-(+)-7-OH-DPAT from human dopamine D3 receptor expressed in HEK293 cell membranes after 90 mins by micro beta scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007493";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL4077430";"";"0";"420.51";"0";"2.69";"11";"CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCOc2ccc3c(c2)NC(=O)CC3)C1";"Ki";"'='";"1350.0";"nM";"5.87";"";"";"UO_0000065";"13.96";"0.26";"3.18";"7.59";"False";"CHEMBL4011212";"Displacement of [3H]-(R)-(+)-7-OH-DPAT from human dopamine D3 receptor expressed in HEK293 cell membranes after 90 mins by micro beta scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007493";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL4064742";"";"0";"480.57";"0";"2.98";"13c";"O=C1CCc2ccc(OCCCCN3CCCN(c4ccc(O)c5c4OCC(=O)N5)CC3)cc2N1";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"18.10";"0.34";"5.72";"8.42";"False";"CHEMBL4015808";"Displacement of [3H]spiperone from human D3R expressed in CHO cell membranes by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014323";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL301265";"PRAMIPEXOLE";"4";"211.33";"0";"1.58";"Pramipexole";"CCCN[C@H]1CCc2nc(N)sc2C1";"Ki";"'='";"0.94";"nM";"9.03";"";"";"UO_0000065";"42.71";"0.88";"7.45";"17.72";"False";"CHEMBL4406548";"Displacement of [3H]-7-OH-DPAT from human D3R expressed in HEK293 cell membranes measured after 90 mins in Tris buffer by topcount assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"CHEMBL3307715";""
"CHEMBL4438037";"";"0";"488.48";"1";"6.05";"13f";"O=C(NCCCCN1CCN(c2ccc(Cl)cc2Cl)CC1)c1ccc(-c2ccsc2)cc1";"Ki";"'='";"3.8";"nM";"8.42";"";"";"UO_0000065";"17.24";"0.36";"2.37";"23.67";"False";"CHEMBL4350892";"Displacement of 2,3-dimethoxy-5-[125I]-iodo-N-[9-benzyl-9-azabicyclo[3.3.1]nonan-3beta-yl]benzamide from human dopamine D3 receptor expressed in HEK293 cells measured after 60 mins by gamma counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4346764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3307715";""
"CHEMBL4583609";"";"0";"488.48";"1";"6.05";"13g";"O=C(NCCCCN1CCN(c2cc(Cl)cc(Cl)c2)CC1)c1ccc(-c2ccsc2)cc1";"Ki";"'='";"0.44";"nM";"9.36";"";"";"UO_0000065";"19.15";"0.40";"3.31";"26.30";"False";"CHEMBL4350892";"Displacement of 2,3-dimethoxy-5-[125I]-iodo-N-[9-benzyl-9-azabicyclo[3.3.1]nonan-3beta-yl]benzamide from human dopamine D3 receptor expressed in HEK293 cells measured after 60 mins by gamma counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4346764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3307715";""
"CHEMBL59";"DOPAMINE";"4";"153.18";"0";"0.60";"DA";"NCCc1ccc(O)c(O)c1";"EC50";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"48.84";"0.93";"6.88";"11.25";"False";"CHEMBL4406593";"Agonist activity at RLuc8-fused human D3R Y365A mutant expressed in HEK293 cells co-expressing N-terminal Venus-tagged beta-arrestin2 and GRK3 assessed as induction of beta-arrestin2 recruitment measured after 5 mins in presence of coelenterazine H by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"P35462";"Y365A";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"CHEMBL3307715";""
"CHEMBL131997";"";"0";"319.83";"0";"4.09";"14";"Cc1ccc(OCCNCCCOc2ccccc2)cc1Cl";"Ki";"'='";"3.9";"nM";"8.41";"";"";"UO_0000065";"26.29";"0.52";"4.32";"27.58";"True";"CHEMBL673442";"Binding affinity against cloned human dopamine receptor D3 expressed in Chinese hamster ovary (CHO) K-1 cells by displacement of [3H]spiperone.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130257";"1";"Scientific Literature";"J. Med. Chem.";"1997";"CHEMBL3307512";""
"CHEMBL221549";"";"0";"431.96";"0";"3.69";"4";"COc1ccc(C(=O)NCCCCN2CCN(c3ccccc3Cl)CC2)cc1OC";"Ki";"'='";"3.09";"nM";"8.51";"";"";"UO_0000065";"19.70";"0.39";"4.82";"15.75";"False";"CHEMBL912015";"Displacement of [3H]spiperone from human dopamine D3 expressed in CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141401";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308072";""
"CHEMBL3676903";"";"0";"474.60";"1";"5.72";"BDBM141816";"O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc2c(c1)OCO2";"Ki";"'='";"2.79";"nM";"8.55";"";"277284";"UO_0000065";"18.02";"0.33";"2.83";"13.38";"False";"CHEMBL3707598";"Radioligand Binding Assay: liquots of membrane preparations were thawed at RT, resuspended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KC1, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 ug protein / well (D2, D3) and 15 ug protein / well (5-HT2A), respectively.The binding affinity (IQ) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 ulÂ with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H] -spiperone for D2, 0.5 nM [3H] -spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10uM - 0.1 nM for 1 h at RT. At the end of the incubation, the reaction mixtures were filtered on to unifilter 96-well white microplates with bonded GF/C filters.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639297";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL3698014";"";"0";"445.60";"0";"3.27";"BDBM121517";"CO[C@@H](C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C(C)C";"Ki";"'='";"14.74";"nM";"7.83";"";"249929";"UO_0000065";"17.58";"0.33";"4.56";"12.38";"False";"CHEMBL3705361";"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639169";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL1065";"METHYSERGIDE";"0";"353.47";"0";"1.94";"METHYSERGIDE";"CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1";"IC50";"'='";"172.0";"nM";"6.76";"";"";"UO_0000065";"19.14";"0.36";"4.82";"11.76";"False";"CHEMBL1909141";"DRUGMATRIX: Dopamine D3 radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";""
