"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL3916201";"";"0";"379.52";"1";"5.06";"BDBM239929";"CNC1(c2[nH]c3ccccc3c2C)CCC(c2cccc(F)c2)(N(C)C)CC1";"Ki";"'='";"155.0";"nM";"6.81";"";"418501";"UO_0000065";"17.94";"0.33";"1.75";"21.92";"False";"CHEMBL3888831";"Binding Assay: The affinity to the human μ-opiate receptor was determined in a homogeneous preparation in microtiter plates. For this, dilution series of the respective compound to be tested were incubated for 90 minutes at room temperature with a receptor membrane preparation (15-40 mg of protein per 250 μl of incubation batch) of CHO-K 1 cells, which express the human μ-opiate receptor (RB-HOM receptor membrane preparation of NEN, Zaventem, Belgium), in the presence of 1 nmol/l of the radioactive ligand [3H'-naloxone (NET719, NEN, Zaventem, Belgium) and of 1 mg WGA-SPA beads (wheat germ agglutinin SPA beads from Amersham/Pharmacia, Freiburg, Germany) in a total volume of 250 μl. 50 mmol/l of tris-HCl supplemented by 0.05% by wt. of sodium azide and 0.06% by wt. of bovine serum albumin was used as incubation buffer. 25 μmol/l of naloxone were additionally added to determine the non-specific bond. After the ninety-minute incubation time had ended, the microtiter plates were centrifuged for 20 minutes at 1000 g and the radioactivity measured in a β-counter (Microbeta-Trilux, PerkinElmer Wallac, Freiburg, Germany).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886853";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL113956";"";"0";"521.65";"2";"5.85";"44";"CCOc1ccc(CCNC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1";"IC50";"'='";"4545.0";"nM";"5.34";"";"";"UO_0000065";"10.24";"0.19";"-0.51";"11.92";"False";"CHEMBL757059";"Binding affinity against mu opiate receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL4107642";"";"0";"405.49";"0";"1.22";"BDBM208983";"COCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5";"Ki";"'='";"21.97";"nM";"7.66";"";"369544";"UO_0000065";"18.89";"0.36";"6.44";"9.50";"False";"CHEMBL3888044";"Scintillation Proximity Assay (SPA): Briefly, serial dilutions of the test compounds were placed in a 96-well plate to which were added SPA beads, membrane and radioligand. The assay conditions for each opioid receptor subtype are described in Table 10 below. The plates were incubated for 8 hours-overnight at room temperature, spun at 1000 rpm to pellet the SPA beads, and radioactivity was measured using the TopCount microplate Scintillation counter. Specific binding at each concentration of test compound was calculated by subtracting the non-specific binding measured in the presence of excess cold ligand. IC50 values were obtained by non-linear regression of specific binding versus concentration curves and Ki values were calculated using Kd values that were experimentally pre-determined for each lot of membrane preparations.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886551";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL500212";"";"0";"596.69";"2";"-0.58";"8";"CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O";"Ki";"'='";"37.3";"nM";"7.43";"";"";"UO_0000065";"12.45";"0.24";"8.01";"3.56";"False";"CHEMBL969336";"Displacement of [3H]DAMGO from mu opioid receptor in human SH-SY5Y cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149874";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"CHEMBL3307740";""
"CHEMBL114299";"";"0";"457.87";"0";"3.05";"6";"O=C(OCc1cc2c(cc1Cl)OCO2)N1CCC(n2c(=O)c(=O)[nH]c3ccccc32)CC1";"IC50";"'='";"2590.0";"nM";"5.59";"";"";"UO_0000065";"12.20";"0.24";"2.54";"5.43";"False";"CHEMBL757059";"Binding affinity against mu opiate receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL108068";"";"0";"263.41";"0";"2.82";"1";"C[C@@]12CCCCS[C@@H](Cc3ccc(O)cc31)C2N";"Ki";"'='";"0.79";"nM";"9.10";"";"";"UO_0000065";"34.56";"0.69";"6.28";"19.68";"False";"CHEMBL757312";"Binding affinity for Opioid receptor mu 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134942";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None";""
"CHEMBL582930";"";"0";"817.21";"2";"11.53";"4a";"CC(CCCCCCC(C)C(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)C(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3";"Ki";"'='";"0.95";"nM";"9.02";"";"";"UO_0000065";"11.04";"0.21";"-2.51";"15.27";"False";"CHEMBL1056140";"Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cells after 60 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154777";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3308072";""
"CHEMBL584792";"";"0";"803.14";"2";"10.28";"8";"C=CCN1CC[C@]23c4c5ccc(OC(=O)C(C)CCCCCCC(C)C(=O)Oc6ccc7c(c6)[C@@]68CCCC[C@H]6C(C7)N(CC6CCC6)CC8)c4O[C@H]2CCC[C@H]3C1C5";"Ki";"'='";"3.7";"nM";"8.43";"";"";"UO_0000065";"10.50";"0.20";"-1.85";"12.34";"False";"CHEMBL1056140";"Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cells after 60 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154777";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3308072";""
"CHEMBL2113312";"";"0";"507.07";"1";"4.79";"8b";"CO[C@@]12CC[C@@]3(C[C@@H]1CNC/C=C/c1ccc(Cl)cc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5";"Ki";"'='";"0.68";"nM";"9.17";"";"";"UO_0000065";"18.08";"0.35";"4.38";"16.99";"False";"CHEMBL896952";"Displacement of [3H]DAMGO from human cloned mu opioid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148829";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL114484";"";"0";"355.87";"0";"4.54";"16";"Cc1ccc(CN2CCC(n3c(O)nc4ccccc43)CC2)c(Cl)c1";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"21.91";"0.43";"3.26";"18.88";"False";"CHEMBL757059";"Binding affinity against mu opiate receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL4111124";"";"0";"633.83";"2";"5.19";"BDBM199370";"COCCOCCOCCOc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](COCc1ccccc1)C2";"Ki";"'='";"6.72";"nM";"8.17";"";"354617";"UO_0000065";"12.89";"0.24";"2.98";"12.05";"False";"CHEMBL3887789";"Radioligand Dose-Displacement Binding Assay: Radioligand dose-displacement binding assays for t-opioid receptors used 0.3 nM [3H]-diprenorphine (Perkin Elmer, Shelton, Conn.), with 5 mg membrane protein/well in a final volume of 500 ul binding buffer (10 mM MgCl2, 1 mM EDTA, 5% DMSO, 50 mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 2 hr at room temperature. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Perkin Elmer, Shelton, Conn.), presoaked in 0.5% polyethylenimine using a 96-well tissue harvester (Perkin Elmer, Shelton, Conn.) followed by performing three filtration washes with 500 ul of ice-cold binding buffer. Filter plates were subsequently dried at 50° C. for 2-3 hours. BetaScint scintillation cocktail (Perkin Elmer, Shelton, Conn.) was added (50 ul/well), and plates were counted using a Packard Top-Count.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886452";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL4473857";"";"0";"1161.08";"3";"-1.31";"ABAM-B; trans-5b";"N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1C/C=C/C[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F";"Ki";"'='";"53.6";"nM";"7.27";"";"";"UO_0000065";"7.79";"0.15";"8.58";"2.24";"False";"CHEMBL4433604";"Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by micro beta2 scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4433209";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"CHEMBL3308072";""
"CHEMBL4434948";"";"0";"1161.08";"3";"-1.31";"ABAM-A; cis-5a";"N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1C/C=C\C[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F";"EC50";"'='";"19.6";"nM";"7.71";"";"";"UO_0000065";"8.26";"0.15";"9.02";"2.37";"False";"CHEMBL4433607";"Agonist activity at human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4433209";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"CHEMBL3308072";""
"CHEMBL259299";"";"0";"573.44";"2";"5.06";"10c";"COC(=O)[C@@H]1C[C@H](OC(=O)c2ccc(Br)cc2)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"13.95";"0.30";"2.94";"7.33";"True";"CHEMBL968093";"Displacement of [125]OXY from mu opioid receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157966";"1";"Scientific Literature";"J. Nat. Prod.";"2006";"None";""
"CHEMBL4578955";"";"0";"365.48";"0";"2.91";"15v";"CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccn2)C1=O";"Ki";"'='";"930.0";"nM";"6.03";"";"";"UO_0000065";"16.50";"0.31";"3.12";"13.21";"False";"CHEMBL4356647";"Displacement of [3H]-DAMGO from human MOR expressed in CHOK1 cell membranes incubated for 60 mins by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4354824";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4535897";"";"0";"433.47";"0";"3.93";"15af";"CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2cccnc2C(F)(F)F)C1=O";"Ki";"'='";"123.0";"nM";"6.91";"";"";"UO_0000065";"15.94";"0.30";"2.98";"15.13";"False";"CHEMBL4356647";"Displacement of [3H]-DAMGO from human MOR expressed in CHOK1 cell membranes incubated for 60 mins by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4354824";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4534193";"";"0";"382.48";"0";"3.65";"15ai";"CC1OC2(CCN(CCc3cccc(F)c3)CC2)CN(c2ccccc2)C1=O";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"20.92";"0.39";"4.35";"24.41";"False";"CHEMBL4356647";"Displacement of [3H]-DAMGO from human MOR expressed in CHOK1 cell membranes incubated for 60 mins by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4354824";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL231661";"";"0";"357.50";"0";"4.85";"48";"OC1(Cc2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1";"Ki";"'='";"10390.0";"nM";"4.98";"";"";"UO_0000065";"13.94";"0.25";"0.13";"21.23";"False";"CHEMBL892114";"Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147989";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3308072";""
"CHEMBL233721";"";"0";"309.45";"0";"4.26";"43";"CC(C)C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1";"Ki";"'='";"13230.0";"nM";"4.88";"";"";"UO_0000065";"15.76";"0.29";"0.62";"20.79";"False";"CHEMBL892114";"Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147989";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3308072";""
"CHEMBL3698834";"";"0";"382.55";"0";"4.21";"BDBM133973";"CN(C)c1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O";"Ki";"'='";"2053.0";"nM";"5.69";"";"267033";"UO_0000065";"14.87";"0.28";"1.48";"13.75";"False";"CHEMBL3887030";"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886144";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL3698768";"";"0";"382.51";"0";"3.25";"BDBM133904";"NC(=O)c1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O";"Ki";"'='";"1239.0";"nM";"5.91";"";"267095";"UO_0000065";"15.44";"0.29";"2.66";"7.27";"False";"CHEMBL3887030";"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886144";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL116735";"";"0";"480.57";"1";"5.79";"40";"O=C(CCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1";"IC50";"'='";"3660.0";"nM";"5.44";"";"";"UO_0000065";"11.31";"0.21";"-0.35";"23.09";"False";"CHEMBL757059";"Binding affinity against mu opiate receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL317956";"DELTORPHIN C";"0";"768.87";"2";"-1.66";"Deltorphin II";"CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C";"EC50";"'='";"1130.0";"nM";"5.95";"";"";"UO_0000065";"7.73";"0.15";"7.61";"1.97";"False";"CHEMBL758076";"Agonist potency using GTP-gamma [35S]- binding assay for mu-opioid receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134689";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL442612";"";"0";"636.75";"1";"2.15";"17";"CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@@H]1C(N)=O";"Ki";"'='";"360.0";"nM";"6.44";"";"";"UO_0000065";"10.12";"0.19";"4.29";"3.87";"False";"CHEMBL1000645";"Displacement of [3H]diprenorphine from human cloned mu receptor by cell based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136971";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL56585";"CYCLAZOCINE";"0";"271.40";"0";"3.33";"1";"C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CC1CC1";"Ki";"'='";"0.16";"nM";"9.80";"";"";"UO_0000065";"36.09";"0.67";"6.47";"41.74";"False";"CHEMBL1030604";"Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136834";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL610523";"";"0";"675.83";"1";"4.13";"3";"COc1ccc2c3c1O[C@H]1c4[nH]c5c(c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314)C[C@@]1(O)[C@H]2Cc3ccc(O)c4c3[C@@]1(CCN2CC1CC1)[C@H]5O4";"Ki";"'='";"276.0";"nM";"6.56";"";"";"UO_0000065";"9.71";"0.18";"2.43";"5.93";"False";"CHEMBL757366";"Binding affinity using [3H]diprenorphine as the radioligand against wild-type Opioid receptor mu 1 in COS-7 cells";"B";"BAO_0000219";"cell-based format";"Cercopithecidae";"None";"None";"COS-7";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133722";"1";"Scientific Literature";"J. Med. Chem.";"2000";"CHEMBL3307648";""
"CHEMBL418020";"";"0";"430.38";"0";"4.28";"1h";"O=C1NCN(c2ccccc2)C12CCN([C@@H]1CCc3c(Cl)ccc(Cl)c3C1)CC2";"Ki";"'='";"8.4";"nM";"8.08";"";"";"UO_0000065";"18.76";"0.38";"3.80";"22.70";"False";"CHEMBL753393";"Competitive binding displacement analyses was performed from permanently transfected HEK293 cells expressing human Opioid receptor mu 1";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132995";"1";"Scientific Literature";"J. Med. Chem.";"2000";"CHEMBL3307715";""
"CHEMBL470585";"";"0";"297.79";"0";"1.13";"(+)-1.HCl";"CC(C)N[C@H]1CCn2c(=O)[nH]c3cccc(c32)[C@@H]1O.Cl";"Ki";"'='";"7000.0";"nM";"5.16";"";"";"UO_0000065";"19.73";"0.37";"4.02";"7.36";"False";"CHEMBL1010736";"Displacement of [3H]DAMGO from human recombinant mu opioid receptor expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152790";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3307715";""
"CHEMBL4073160";"";"0";"293.45";"0";"4.57";"22";"c1ccc(CCN(CCc2ccccc2)CC2CCC2)cc1";"Ki";"'='";"1065.0";"nM";"5.97";"";"";"UO_0000065";"20.35";"0.37";"1.40";"184.34";"False";"CHEMBL4019245";"Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cell membranes after 60 mins by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017505";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL3084634";"";"0";"423.39";"1";"6.89";"10";"Clc1ccccc1C(c1ccccc1Cl)N1[C@H]2CC[C@@H]1C[C@H](c1ccccn1)C2";"Ki";"'='";"1073.0";"nM";"5.97";"";"";"UO_0000065";"14.10";"0.28";"-0.92";"37.01";"False";"CHEMBL1063067";"Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells by Topcount microplate scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152437";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3308072";""
"CHEMBL4098842";"";"0";"259.35";"0";"1.68";"22";"O=C(NCC1NCCc2ccccc21)N1CCCC1";"EC50";"'='";"4020.0";"nM";"5.40";"";"";"UO_0000065";"20.80";"0.39";"3.72";"12.16";"False";"CHEMBL3992793";"Agonist activity at human MOR expressed in CHO-K1 cells co-expressing Galpha 15 assessed as increase in intracellular calcium release incubated for 1 measured every 1.52 secs for 90 secs by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3992491";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL392828";"";"0";"372.47";"0";"1.41";"1";"Cc1c[nH]c(=O)c(CCCCNC(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)n1";"Ki";"'='";"0.62";"nM";"9.21";"";"";"UO_0000065";"24.72";"0.47";"7.80";"7.60";"False";"CHEMBL898721";"Displacement of [3H]DAMGO from human mu opioid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137484";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
